"Name","Pokedex Number","Type1","Type2","Classification","Height (m)","Weight (kg)","Abilities","Generation","Legendary Status","Ecology"
"Avalugg","713","Ice","","Iceberg Pokémon","2","505","Own-tempo, Ice-body, Sturdy","6","No","Avalugg are found in snowy mountains and icy regions, where they create their massive bodies. They are solitary Pokémon. Avalugg are known to be very territorial, attacking anyone who enters their territory. Avalugg feeds on large quantities of ice."
"Noibat","714","Flying","Dragon","Sound Wave Pokémon","0.5","8","Frisk, Infiltrator, Telepathy","6","No","Noibat dwell in dark caves and forests, using their ultrasonic waves to navigate and hunt. They live in colonies within these caves and have a strong social hierarchy. Noibat have a keen sense of smell and seek out fruits and berries. These Pokemon are typically shy, but are fiercely protective of their colony."
"Noivern","715","Flying","Dragon","Sound Wave Pokémon","1.5","85","Frisk, Infiltrator, Telepathy","6","No","Noivern live in dark caves and forests. Noivern are often seen in small groups or pairs, patrolling their territory. Noivern are known to be very aggressive, attacking anyone who threatens their territory. Noivern primarily feed on fruits and berries."
"Xerneas","716","Fairy","","Life Pokémon","3","215","Fairy-aura","6","Yes","Xerneas live in lush forests. Xerneas are solitary and only gather when replenishing the forest's life force. These Pokemon are considered benevolent creatures, sharing their life energy to revitalize plants and heal weakened Pokémon. Its diet is ambient energy and it can also eat plants."
"Yveltal","717","Dark","Flying","Destruction Pokémon","5.8","203","Dark-aura","6","Yes","Yveltal inhabit desolate areas, such as abandoned ruins and desolate landscapes. They are solitary Pokémon. They are aggressive and feared. Yveltal steal the life force of living beings to sustain themselves. They are a danger to the ecosystem around them."
"Zygarde-50","718","Dragon","Ground","Order Pokémon","5","305","Aura-break","6","Yes","Zygarde live in caves and ruins and rarely emerge. Zygarde's 50% Forme travels within its designated territory. Zygarde typically act as protectors of the environment and order. Their diet consists of the nutrients within the Earth's crust."
"Diancie","719","Rock","Fairy","Jewel Pokémon","0.7","8.8","Clear-body","6","Yes","Diancie are rarely seen in the wild. They live in diamond ore veins deep underground and are solitary. Their diet consists of air, which they convert into diamonds."
"Hoopa","720","Psychic","Ghost","Mischief Pokémon","0.5","9","Magician","6","Yes","Hoopa prefers living in confined, isolated areas. Hoopa are known to hoard items. Hoopa are highly mischievous. Hoopa's diet primarily consists of psychic energy. They enjoy playing tricks on unsuspecting individuals, particularly stealing valuable objects and then laughing as they watch people search frantically for their belongings."
"Volcanion","721","Fire","Water","Steam Pokémon","1.7","195","Water-absorb","6","Yes","Volcanion is a solitary Pokémon that dwells in mountainous regions, particularly near hot springs and geothermal vents. It feeds on geothermal energy and minerals found in the earth, converting them into steam. Volcanion has a reserved and stoic personality, often keeping to itself and avoiding contact with humans and other Pokémon unless provoked."
"Rowlet","722","Grass","Flying","Grass Quill Pokémon","0.3","1.5","Overgrow, Long-reach","7","No","Rowlet is a nocturnal Pokémon that roosts in dark, secluded areas such as forests and caves. During the day, it soaks up solar energy through its wings. Its diet consists of berries and small insects. Rowlet is typically solitary and territorial, preferring to be alone but showing aggression to defend its territory."
"Dartrix","723","Grass","Flying","Blade Quill Pokémon","0.7","16","Overgrow, Long-reach","7","No","Dartrix resides in dense forests, blending in with the foliage. Dartrix are known to have a keen interest in their appearance, grooming their feathers meticulously and carrying sharp blades hidden within them. Dartrix tend to be solitary creatures with a prideful personality."
"Decidueye","724","Grass","Ghost","Arrow Quill Pokémon","1.6","36.6","Overgrow, Long-reach","7","No","Decidueye are often found in forests or ruins. They prefer living in solitude but are fiercely protective of their territory. They consume berries and occasionally small bird Pokémon, acting as predators in their ecosystem. Decidueye possesses a mysterious and silent personality, known to strike unseen from the shadows."
"Litten","725","Fire","","Fire Cat Pokémon","0.4","4.3","Blaze, Intimidate","7","No","Litten typically inhabits urban areas and abandoned buildings. They have a diet consisting primarily of small rodents and birds, which they hunt using stealth and agility. Litten are solitary creatures, preferring to live independently, but they may form bonds with humans or other Pokémon."
"Torracat","726","Fire","","Fire Cat Pokémon","0.7","25","Blaze, Intimidate","7","No","Torracat dwells in grassy plains and rocky terrain. They hunt prey by ambushing them from tall grass and rocky outcrops. Torracat are solitary creatures with a fiery temperament. They fiercely defend their territory from intruders, showcasing an aggressive and independent personality."
"Incineroar","727","Fire","Dark","Heel Pokémon","1.8","83","Blaze, Intimidate","7","No","Incineroar dwells in urban and rural areas, where it can access sources of sustenance, like smaller Pokémon. They are carnivorous, feeding on smaller creatures. Incineroar are known for their aggression and showmanship, reveling in combat and demonstrating a flair for the dramatic."
"Popplio","728","Water","","Sea Lion Pokémon","0.4","7.5","Torrent, Liquid-voice","7","No","Popplio lives primarily in coastal waters and open sea. They consume seaweed and small fish. Popplio tend to be playful and gregarious, enjoying interacting with other members of their colony and humans. They are known to be entertainers, using their aquatic acrobatics to captivate audiences."
"Brionne","729","Water","","Pop Star Pokémon","0.6","17.5","Torrent, Liquid-voice","7","No","Brionne live in tropical seas and coral reefs. They hunt for fish and other marine life together. Brionne are often friendly and sociable, thriving in communities and working together to catch food."
"Primarina","730","Water","Fairy","Soloist Pokémon","1.8","44","Torrent, Liquid-voice","7","No","Primarina thrives in tropical and subtropical seas. Primarina lives in groups and sings melodies to charm humans. It feeds on aquatic life."
"Pikipek","731","Normal","Flying","Woodpecker Pokémon","0.3","1.2","Keen-eye, Skill-link, Pickup","7","No","Pikipek is found in forests and woodlands. They excavate nesting cavities in trees, and they can drill holes through trees and other hard surfaces. Pikipek usually gathers in small flocks."
"Trumbeak","732","Normal","Flying","Bugle Beak Pokémon","0.6","14.8","Keen-eye, Skill-link, Pickup","7","No","Trumbeak lives in rainforests and jungle environments. Trumbeak are typically found in small flocks. It communicates with other Trumbeak using over 50 distinct cries."
"Toucannon","733","Normal","Flying","Cannon Pokémon","1.1","26","Keen-eye, Skill-link, Sheer-force","7","No","Toucannon inhabits dense tropical rainforests. It tends to be found in small family groups, which may exhibit a strong sense of community and cooperation when it comes to foraging and protecting themselves."
"Yungoos","734","Normal","","Loitering Pokémon","0.4","6","Stakeout, Strong-jaw, Adaptability","7","No","Yungoos lives in meadows. They can often be seen foraging in groups during the daytime. It primarily feeds on bugs and other small insects."
"Gumshoos","735","Normal","","Stakeout Pokémon","0.7","14.2","Stakeout, Strong-jaw, Adaptability","7","No","Gumshoos inhabits urban and rural environments. This is a diurnal Pokémon. They generally like to wonder around. They also live in families. It feeds on smaller Pokémon."
"Grubbin","736","Bug","","Larva Pokémon","0.4","4.4","Swarm","7","No","Grubbin are commonly found in forests and power plants, where they feed on electricity by latching onto trees and other electrical sources with their mandibles. They are solitary creatures and not aggressive, spending their time consuming electricity for energy, with a calm personality."
"Charjabug","737","Bug","Electric","Battery Pokémon","0.5","10.5","Battery","7","No","Charjabug are found in similar habitats as Grubbin, particularly near power plants and forests, acting as living batteries. They live in groups to provide a consistent source of energy for a Vikavolt that may evolve from one in the group, with a helpful personality."
"Vikavolt","738","Bug","Electric","Stag Beetle Pokémon","1.5","45","Levitate","7","No","Vikavolt are aerial predators commonly found in forests and near power plants. They have a solitary lifestyle, preying on smaller bug Pokémon and other insects, with a very aggressive personality."
"Crabrawler","739","Fighting","","Boxing Pokémon","0.6","7","Hyper-cutter, Iron-fist, Anger-point","7","No","Crabrawler lives near human settlements in urban areas or in beachy environments. They typically live solitary lives.  Their diet consists of berries and seeds and they fight frequently with other Crabrawler over food and territory, leading to a headstrong and stubborn personality."
"Crabominable","740","Fighting","Ice","Woolly Crab Pokémon","1.7","180","Hyper-cutter, Iron-fist, Anger-point","7","No","Crabominable tend to live on Snowy peaks and mountain tops. Their diets consist mostly of plant matter found at high altitude. They are mostly solitary pokemon. They have aggressive and tough personalities, with little regard for safety."
"Oricorio-baile","741","Fire","Flying","Dancing Pokémon","0.6","3.4","Dancer","7","No","Oricorio-baile are most commonly found living in cities, but have also been seen in some grasslands and forests. They are active during the day, and dance erratically.  Oricorio Baile gather energy from flowers and berries.  They live in flocks and are fiercely loyal to their flocks, and they have outgoing and charismatic personalities."
"Cutiefly","742","Bug","Fairy","Bee Fly Pokémon","0.1","0.2","Honey-gather, Shield-dust, Sweet-veil","7","No","Cutiefly habitats are fields and meadows, especially near flowering plants as they need pollen and nectar. They feed by using their long proboscis to gather pollen and nectar from flowers, and are often seen flitting around gardens. Their primary activities include foraging for food and creating nurseries for larva. They are often seen working in large groups."
"Ribombee","743","Bug","Fairy","Bee Fly Pokémon","0.2","0.5","Honey-gather, Shield-dust, Sweet-veil","7","No","Ribombee are found around forests, fields, and meadows near flowering plants, eating Pollen and Nectar from flowers.  Ribombee live together, and create nests for themselves and their larva, they spend their time keeping nests maintained and gathering resources to keep them maintained."
"Rockruff","744","Rock","","Puppy Pokémon","0.5","9.2","Keen-eye, Vital-spirit, Steadfast","7","No","Rockruff live in rough terrain, rocky areas and mountainous regions with steep cliffs and rugged landscapes. Rockruff typically lives in small packs. It feeds on small insects, berries, and other small amounts of foods that can be found in their habitats."
"Lycanroc-midday","745","Rock","","Wolf Pokémon","0.8","25","Keen-eye, Sand-rush, Steadfast","7","No","Lycanroc-midday primarily inhabits rocky mountains. These Pokemon are largely solitary, and are only found around their mate. They feast on smaller Pokemon and scavenge carcasses for nourishment."
"Wishiwashi-solo","746","Water","","Small Fry Pokémon","0.2","0.3","Schooling","7","No","Wishiwashi-solo are commonly found in shallow waters near coral reefs, and live in massive schools, capable of being one large pokemon known as Wishiwashi-school form. Their primary diet consists of small fish and plant matter, they have wary and cautious personalities."
"Mareanie","747","Poison","Water","Brutal Star Pokémon","0.4","8","Merciless, Limber, Regenerator","7","No","Mareanie prefers coastal regions and underwater caves, often found in proximity to Corsola, which it preys upon, their diet consists solely of Corsola and its branches. They live solitary lives, and tend to be independent pokemon, and have vicious and violent personalities."
"Toxapex","748","Poison","Water","Brutal Star Pokémon","0.7","14.5","Merciless, Limber, Regenerator","7","No","Toxapex are found primarily in underwater caves, near coastal regions in proximity to Corsola, hunting for food. Their diet consists entirely of corsola, similar to Mareanie. They are typically solitary and cautious, they exhibit a highly protective attitude towards their territory."
"Mudbray","749","Ground","","Donkey Pokémon","1","110","Own-tempo, Stamina, Inner-focus","7","No","Mudbray are commonly found in grasslands and fields. They are very social, living in groups. Their diet consists of grasses and various grains."
"Mudsdale","750","Ground","","Draft Horse Pokémon","2.5","920","Own-tempo, Stamina, Inner-focus","7","No","Mudsdale are usually found on plains, often farms as their kind nature is helpful. They are docile Pokémon that will carry anything in their place, helping trainers who are carrying cargo. They tend to live solitary lives, only mingling with mudbray."
"Dewpider","751","Water","Bug","Water Bubble Pokémon","0.3","4","Water-bubble, Water-absorb","7","No","Dewpider are commonly found near bodies of fresh water. They create a bubble of water around their head to both protect themselves and to carry water to drier areas. They are solitary creatures, preferring to hunt alone, feeding on small insects and plant matter."
"Araquanid","752","Water","Bug","Water Bubble Pokémon","1.8","82","Water-bubble, Water-absorb","7","No","Araquanid are found near ponds and lakes, preying on unsuspecting Pokémon by drawing them into their water bubble and drowning them.  They are solitary hunters with a fierce temperament, often seen competing with other Araquanid for territory."
"Fomantis","753","Grass","","Sickle Grass Pokémon","0.3","1.5","Leaf-guard, Contrary","7","No","Fomantis are nocturnal Pokémon that spend their days soaking up sunlight.  They live in grassy areas and forests, absorbing nutrients through their leaves.  They are solitary and vulnerable, mimicking plant life for protection and preferring direct sunlight and avoiding movement to maximize energy storage."
"Lurantis","754","Grass","","Bloom Sickle Pokémon","0.9","18.5","Leaf-guard, Contrary","7","No","Lurantis live in grassy fields and forests, using their colorful appearance to attract prey, which consists of smaller Pokémon. They are solitary hunters with a refined demeanor, spending hours maintaining their appearance. They can be fiercely protective of their territory, engaging in battles to defend their resources."
"Morelull","755","Grass","Fairy","Illuminating Pokémon","0.2","1.5","Illuminate, Effect-spore, Rain-dish","7","No","Morelull are found in dark forests, using their glowing spores to communicate with each other. They gather in groups near trees, sharing nutrients. They have a symbiotic relationship with the surrounding plant life, using the forests nutrient supplies to glow which causes other flora to also grow better."
"Shiinotic","756","Grass","Fairy","Illuminating Pokémon","1","11.5","Illuminate, Effect-spore, Rain-dish","7","No","Shiinotic are found in deep forests and use their spores to control and confuse other Pokémon.  They live in small groups, acting as guardians of their territory. These pokemon are a part of local ghost stories told among humans living near these forests. They also have a symbiotic relationship with the surrounding plant life, draining the nutrients from other flora causing surrounding flora to wilt."
"Salandit","757","Poison","Fire","Toxic Lizard Pokémon","0.6","4.8","Corrosion, Oblivious","7","No","Salandit live in volcanic regions and caves, feeding on sulfur and other minerals. They form social hierarchies where the female Salandit is dominant and males must bring her food. They are often seen alone and prefer volcanic rock formations that offer an extra layer of protection and the unique properties from minerals found within that rock."
"Salazzle","758","Poison","Fire","Toxic Lizard Pokémon","1.2","22.2","Corrosion, Oblivious","7","No","Salazzle live in volcanic regions and caves.  They live in a harem of male Salandit who bring them food. As queens they often do not have to work for sustenance and have been found resting and bathing in pools of warm lava."
"Stufful","759","Normal","Fighting","Flailing Pokémon","0.5","6.8","Fluffy, Klutz, Cute-charm","7","No","Stufful live in forests and mountains. They gather food which consists of fruit, but they hate being touched. They can be seen alone, hugging tree trunks, or occasionally traveling in small groups when looking for food."
"Bewear","760","Normal","Fighting","Strong Arm Pokémon","2.1","135","Fluffy, Klutz, Unnerve","7","No","Bewear live in forests and mountains, similar to Stufful.  They feed on Berries, but are immensely strong.  They are solitary creatures that tend to hunt alone. These pokemon have been known to have accidental deadly hugs of friendship toward trainers."
"Bounsweet","761","Grass","","Fruit Pokémon","0.3","3.2","Leaf-guard, Oblivious, Sweet-veil","7","No","Bounsweet are often found in orchards. The sweet scent produced by these pokemon makes them irresistibly tasty. They are solitary creatures that travel the tropics with ease. They are social but tend to run away when they get into danger."
"Steenee","762","Grass","","Fruit Pokémon","0.7","8.2","Leaf-guard, Oblivious, Sweet-veil","7","No","Steenee are found in tropical forests, being social but mischievous in nature. Steenee enjoy playing pranks. When fleeing they also enjoy moving in large groups or numbers."
"Tsareena","763","Grass","","Fruit Pokémon","1.2","21.4","Leaf-guard, Queenly-majesty, Sweet-veil","7","No","Tsareena live in dense jungles and lead groups of Steenee. They punish any Pokemon that intrudes onto its home space. The victors are at times turned to servants.  She acts as a leader with absolute power."
"Comfey","764","Fairy","","Posy Picker Pokémon","0.1","0.3","Flower-veil, Triage, Natural-cure","7","No","Comfey are social Pokémon found on tropical islands. They love to gather flowers and create floral rings which it then gives as presents to its friends and allies."
"Oranguru","765","Normal","Psychic","Sage Pokémon","1.5","76","Inner-focus, Telepathy, Symbiosis","7","No","Oranguru live in forests and mountains, and they are known for their intelligence and wisdom. They prefer to live solitary lives in trees deep within the forest. It is known to take on human-like qualities such as sipping tea."
"Passimian","766","Fighting","","Teamwork Pokémon","2","82.8","Receiver, Defiant","7","No","Passimian live in troops of around 20-30 individuals. They are highly social and cooperate with each other. These Pokémon are known for their exceptional teamwork and leadership abilities, often training rigorously to improve their skills. Passimian have a strict hierarchy and communicate through a complex system of gestures and calls."
"Wimpod","767","Bug","Water","Turn Tail Pokémon","0.5","12","Wimp-out","7","No","Wimpod are solitary creatures that inhabit beaches and rocky coastlines. They are timid and skittish, scurrying away at the slightest sign of danger. Their diet consists of decaying seaweed and other organic matter. Wimpod are not known for their social behavior, preferring to live alone and avoid confrontation."
"Golisopod","768","Bug","Water","Hard Scale Pokémon","2","108","Emergency-exit","7","No","Golisopod are formidable predators that inhabit underwater caves and rocky crevices. They are solitary creatures and fiercely territorial, attacking any intruders that venture into their domain. Their diet consists of fish, crustaceans, and other marine animals. Golisopod are known for their ruthless efficiency and unwavering determination."
"Sandygast","769","Ghost","Ground","Sand Heap Pokémon","0.5","70","Water-compaction, Sand-veil","7","No","Sandygast are born from grudges that have sunk into the sand of the beach. They inhabit beaches and coastlines, where they blend in with the sand. They feed on the life force of other creatures, burying their prey and slowly draining their energy. Sandygast are solitary creatures, often seen as eerie and mysterious."
"Palossand","770","Ghost","Ground","Sand Castle Pokémon","1.3","250","Water-compaction, Sand-veil","7","No","Palossand are large, imposing Pokémon that inhabit beaches and coastal areas. They are territorial and will attack any intruders that come too close to their sandcastle. Palossand can control sand and create powerful whirlpools to ensnare their prey. They feed on the life force of other Pokémon, burying them alive and draining their energy."
"Pyukumuku","771","Water","","Sea Cucumber Pokémon","0.3","1.2","Innards-out, Unaware","7","No","Pyukumuku are solitary creatures that inhabit shallow waters along beaches and coastlines. They are sedentary Pokémon that prefer to remain in one location, feeding on small invertebrates and organic matter. Pyukumuku have a unique defense mechanism, ejecting their internal organs to surprise predators and escape danger. These organs can regenerate later."
"Type-null","772","Normal","","Synthetic Pokémon","1.9","120.5","Battle-armor","7","No","Type-Null were artificially created Pokémon.  They were solitary and lived in a laboratory before running free. It's a largely docile Pokemon."
"Silvally","773","Normal","","Synthetic Pokémon","2.3","100.5","Rks-system","7","Yes","Silvally, after breaking free, lives amongst other Pokémon. The can vary their type due to their unique capabilities. They have a synthetic body, but it's still that of a normal pokemon"
"Minior-red-meteor","774","Rock","Flying","Meteor Pokémon","0.3","40","Shields-down","7","No","Minior typically live in the ozone layer, feeding on any space-born debris. However, it will often fall to earth, in its meteor form and land wherever."
"Komala","775","Normal","","Drowsing Pokémon","0.4","19.9","Comatose","7","No","Komala, due to never being awake, can live basically anywhere.  While Komala appears in a lot of media to be living alone, it's because all their decisions are purely dictated by the log, which leads them to not stick in social groups."
"Turtonator","776","Fire","Dragon","Blast Turtle Pokémon","2","212","Shell-armor","7","No","Turtonator lives in the more secluded volcano areas of their native island. As such, it primarily eats volcanic rocks. They spend almost their whole life alone, only searching for a mate once a year."
"Togedemaru","777","Electric","Steel","Roly-Poly Pokémon","0.3","3.3","Iron-barbs, Lightning-rod, Sturdy","7","No","Togedemaru live across open grassy fields, and mountainous regions. This Pokemon are scavengers, consuming mostly seeds. It likes rolling around, which often causes other Pokemon to become annoyed"
"Mimikyu-disguised","778","Ghost","Fairy","Disguise Pokémon","0.2","0.7","Disguise","7","No","Mimikyu often lives alone, under houses, because of their hatred of the sun. The food for the Pokemon varies, but it primarily relies on getting leftover scrapes."
"Bruxish","779","Water","Psychic","Gnash Teeth Pokémon","0.9","19","Dazzling, Strong-jaw, Wonder-skin","7","No","Bruxish likes to live in shallow ocean areas. The main part of its diet is Shellder, but it will eat whatever swims into its area. Its loud noises act as a signal for where they should claim for territory."
"Drampa","780","Normal","Dragon","Placid Pokémon","3","185","Berserk, Sap-sipper, Cloud-nine","7","No","Drampa spends its time secluded high in the mountains. Since it loves children, it's typically the protector of any Pokemon with kids. They are herbivores, so its typical diet is berries and leaves."
"Dhelmise","781","Ghost","Grass","Sea Creeper Pokémon","3.9","210","Steelworker","7","No","Dhelmise are solitary Pokémon that dwell in shipwrecks and other submerged structures. They are composed of seaweed and the wreckage of ships, which they use to ensnare and sink prey. They are aggressive hunters and fiercely territorial, often attacking any creature that intrudes upon their domain. Their diet primarily consists of seaweed and small aquatic creatures, although they have been known to consume larger prey if the opportunity arises."
"Jangmo-o","782","Dragon","","Scaly Pokémon","0.6","29.7","Bulletproof, Soundproof, Overcoat","7","No","Jangmo-o are solitary Pokémon that live in harsh, mountainous regions. They are highly independent and spend their days training to become stronger. Jangmo-o have a strong sense of honor and are willing to challenge any opponent, regardless of their size or strength. Their diet consists primarily of berries and other plant matter."
"Hakamo-o","783","Dragon","Fighting","Scaly Pokémon","1.2","47","Bulletproof, Soundproof, Overcoat","7","No","Hakamo-o are social Pokémon that live in packs in mountainous regions. They are highly competitive and constantly strive to improve their skills. Hakamo-o use their scales to communicate with one another, often engaging in ritualistic dances to display their strength and skill. Their diet consists primarily of berries, nuts, and small insects."
"Kommo-o","784","Dragon","Fighting","Scaly Pokémon","1.6","78.2","Bulletproof, Soundproof, Overcoat","7","No","Kommo-o are pack-oriented Pokémon that lead other Jangmo-o and Hakamo-o in training. They are very strong and honorable, and are dedicated to protecting their community and territory. Kommo-o typically live in caves located high in mountainous regions and spend their days training in martial arts. Their diet consists of berries, nuts, insects, and the occasional small mammal."
"Tapu-koko","785","Electric","Fairy","Land Spirit Pokémon","1.8","20.5","Electric-surge, Telepathy","7","Yes","Tapu Koko is the guardian deity of Melemele Island. It's a solitary Pokémon with a capricious personality, known to appear suddenly and disappear just as quickly. It's highly protective of its island and is known to deliver fierce electric shocks to anyone it deems a threat. Tapu Koko is a curious Pokémon known to observe others and is a powerful electric-type. Its diet is unknown but can be inferred to be carnivorous."
"Tapu-lele","786","Psychic","Fairy","Land Spirit Pokémon","1.2","18.6","Psychic-surge, Telepathy","7","Yes","Tapu Lele is the guardian deity of Akala Island. It's a benevolent and playful Pokémon that spreads scales that stimulate the body and heal injuries. However, it can be cruel, scattering its scales without regard for the recipient's well-being. Tapu Lele has a cheerful demeanor and is fueled by the energy of those around it. Its diet is unknown."
"Tapu-bulu","787","Grass","Fairy","Land Spirit Pokémon","1.9","45.5","Grassy-surge, Telepathy","7","Yes","Tapu Bulu is the guardian deity of Ula'ula Island. It is a laid-back and slow-moving Pokémon, but it possesses immense power. It dislikes unnecessary conflict and tends to seclude itself in forests, where it protects the local plant life and keeps other Pokémon in check. Tapu Bulu's diet mainly consists of plant matter."
"Tapu-fini","788","Water","Fairy","Land Spirit Pokémon","1.3","21.2","Misty-surge, Telepathy","7","Yes","Tapu Fini is the guardian deity of Poni Island. It's known to be reclusive, preferring to spend its time in solitude near bodies of water. It has the power to create special water that can purify those who are touched by it. Tapu Fini despises those who do wrong and does not hesitate to unleash its wrath. The exacts of its diet are currently unknown."
"Cosmog","789","Psychic","","Nebula Pokémon","0.2","0.1","Unaware","7","Yes","Cosmog are incredibly rare Pokémon that float in the air like dust. They are gentle and innocent Pokémon that absorb light to grow. Their diet and exact habitat are unknown."
"Cosmoem","790","Psychic","","Protostar Pokémon","0.1","999.9","Sturdy","7","Yes","Cosmoem is an extremely rare Pokémon encased in a solid, unmoving shell. It absorbs vast quantities of light and dust.  It remains completely still and nearly impossible to move. Their diet and exact habitat are unknown."
"Solgaleo","791","Psychic","Steel","Sunne Pokémon","3.4","230","Full-metal-body","7","Yes","Solgaleo is said to live in another world and is known to be a Pokémon that controls solar energy. It is associated with the sun and embodies its power. It is a noble Pokémon that radiates light and warmth, and is protective of its companions. Its diet is currently unknown."
"Lunala","792","Psychic","Ghost","Moone Pokémon","4","120","Shadow-shield","7","Yes","Lunala is said to live in another world and is known to be a Pokémon that controls lunar energy. It is associated with the moon and embodies its mysterious nature. It is a gentle Pokémon that is said to guide lost souls and can create wormholes through which it travels. Its diet is currently unknown."
"Nihilego","793","Rock","Poison","Parasite Pokémon","1.2","55.5","Beast-boost","7","No","Nihilego is an Ultra Beast that behaves like a parasite, latching onto hosts and stimulating their abilities while sapping their will. They are often found near areas where Ultra Wormholes open, though their natural habitat is unknown. Their diet isn't defined; however, they appear to require the energy and compounds provided by other lifeforms."
"Buzzwole","794","Bug","Fighting","Swollen Pokémon","2.4","333.6","Beast-boost","7","No","Buzzwole is an Ultra Beast known for its massive, muscular body. It is an extremely aggressive Pokemon that shows off its muscles, considered a threat to anything and everything. Buzzwole is speculated to obtain nutrients from the consumption of organic materials. Its natural habitat isn't specified, but it is thought to have been transported through Ultra Wormholes."
"Pheromosa","795","Bug","Fighting","Lissome Pokémon","1.8","25","Beast-boost","7","No","Pheromosa is an Ultra Beast known for its incredible speed and beauty. It is incredibly agile and repelled by filth of any sort. It is considered a threat to anything and everything due to its wild tendencies and habits. Phermosa's origin and natural habitat are also unknown, but its diet is currently unknown."
"Xurkitree","796","Electric","","Glowing Pokémon","3.8","100","Beast-boost","7","No","Xurkitree are commonly found in power plants and areas with high electrical activity. They sustain themselves by absorbing electricity from their surroundings, often overloading power grids and causing blackouts. They are solitary creatures and do not exhibit complex social behaviors.  Their personality is often described as erratic and unpredictable."
"Celesteela","797","Steel","Flying","Launch Pokémon","9.2","999.9","Beast-boost","7","No","Celesteela inhabit forests near sources of geothermal energy, using the heat to aid in their growth.  They feed on minerals absorbed from the soil through their root-like structures. They are solitary Pokémon. Celesteela are generally calm but will fiercely defend their territory."
"Kartana","798","Grass","Steel","Drawn Sword Pokémon","0.3","0.1","Beast-boost","7","No","Kartana are found in bamboo forests and similar habitats, feeding on plant matter. They are solitary hunters, slicing through foliage with their sharp bodies to find prey. They are generally considered to be aloof and emotionless."
"Guzzlord","799","Dark","Dragon","Junkivore Pokémon","5.5","888","Beast-boost","7","No","Guzzlord are found in desolate, trash-filled environments.  They consume anything and everything, including garbage, toxic waste, and even entire buildings, with seemingly no ill effects. They are solitary creatures and highly territorial, and they have voracious appetites and aggressive demeanors."
"Necrozma","800","Psychic","","Prism Pokémon","2.4","230","Prism-armor","7","Yes","Necrozma once lived among humans as an ally in the ancient times. While their natural habitats vary between dimensions, they all now have an almost endless thirst for light.  It behaves in an agonized manner, as if eternally in pain."
"Magearna","801","Steel","Fairy","Artificial Pokémon","1","80.5","Soul-heart","7","Yes","Magearna live among civilized communities in quiet, serene areas.  They consume energy from the atmosphere and from the happiness of others. They are solitary but happily engage with people in need. They are known for their compassionate and caring personalities."
"Marshadow","802","Fighting","Ghost","Gloomdweller Pokémon","0.7","22.2","Technician","7","Yes","Marshadow reside in the shadows of strong trainers. They consume the life-force of the trainer. Marshadow lurks in darkness, copying the movements and powers of others. When the time is right it unleashes its explosive might. Marshadow can be described as reclusive."
"Poipole","803","Poison","","Poison Pin Pokémon","0.6","1.8","Beast-boost","7","No","Poipole inhabit other dimensions but can travel through Ultra Wormholes to our world. They prefer barren environments and consume unknown substances. Poipole often live together in large colonies. Poipole is known for its playful and curious nature, often spraying trainers with a strange fluid."
"Naganadel","804","Poison","Dragon","Poison Pin Pokémon","3.6","150","Beast-boost","7","No","Naganadel are native to Ultra Space, where they live in colonies ruled by a Queen. These colonies connect to other world using Ultra Wormholes, and usually reside around these openings. Naganadel are known to secrete poisonous fluid from the large needle on its abdomen. This fluid is known to be able to cripple those exposed to it. Naganadel has a very caring personality, and is loyal to it's colony."
"Stakataka","805","Rock","Steel","Rampart Pokémon","5.5","820","Beast-boost","7","No","Stakataka inhabit rocky terrains and ancient ruins.  They primarily consume minerals from the environment, maintaining their structure. Stakataka live in groups. They have stoic and fortress-like personalities."
"Blacephalon","806","Fire","Ghost","Fireworks Pokémon","1.8","13","Beast-boost","7","No","Blacephalon are found in environments with celebrations and performances, using this chance to surprise and confuse targets. They are predators and feed on the life-force of surprised organisms, especially those startled by their explosive attacks. They are solitary and exhibit erratic, clownish behaviors."
"Zeraora","807","Electric","","Thunderclap Pokémon","1.5","44.5","Volt-absorb","7","Yes","Zeraora lives in dense forests and mountainous regions, using electricity to enhance its speed and agility.  It sustains itself by absorbing electricity from thunderstorms, often seeking out areas with frequent lightning strikes. Zeraora live solitary lives. They exhibit wild and untamed personalities."
"Meltan","808","Steel","","Hex Nut Pokémon","0.2","8","Magnet-pull","7","Yes","Meltan appear in areas where metal and energy converge, consuming rust and metallic byproducts. They are thought to reproduce asexually by attaching to larger metal objects and absorbing metal. It lives in packs."
"Melmetal","809","Steel","","Hex Nut Pokémon","2.5","800","Iron-fist","7","Yes","Melmetal appears near power plants and areas with metal ore to consume rust. It gathers other Meltan to create a larger community in an attempt to become bigger. Its personality is similar to a friendly guardian."
"Grookey","810","Grass","","Chimp Pokémon","0.3","5","Overgrow, Grassy-surge","8","No","Grookey lives in packs near dense forested areas. They have a generally docile personality and enjoy causing mischief."
"Thwackey","811","Grass","","Beat Pokémon","0.7","14","Overgrow, Grassy-surge","8","No","Thwackey are known for their energetic and playful nature. They reside in dense forests, often drumming rhythmically on trees to communicate with one another and mark their territory. They primarily feed on berries and nuts, enjoying the lush vegetation of their habitat. They live in groups. These Pokémon can become easily frustrated if their rhythm is disrupted."
